demo[ZCTA5],[Mexicanos],[Negros],[Blancos],[Latinos],[Asiaticos],[Otros - no hispanos]
29944,2,2437,2253,13,21,0
15745,0,0,174,0,0,0
15848,3,0,1287,24,0,3
54761,86,1,1053,5,0,34
15754,0,0,578,0,0,0
80654,473,0,2169,38,9,48
15764,0,0,174,0,0,0
29932,27,134,154,0,0,0
54766,2,7,1625,0,2,23
66073,39,14,2136,0,0,24
80653,94,3,776,12,3,3
15765,28,0,1746,24,7,4
66075,22,0,1916,9,22,46
29929,0,343,837,0,7,22
80652,0,0,284,44,8,14
43145,4,0,1838,6,3,7
15767,28,69,14321,61,29,147
60465,1229,920,14143,482,461,340
54767,41,7,3422,20,32,15
80651,1072,0,2799,291,14,106
15770,0,0,234,7,0,0
66076,65,8,2050,0,0,94
29928,922,481,14693,654,152,201
36278,271,836,3312,21,0,29
80650,218,0,1059,68,0,71
43144,0,3,344,0,0,3
15771,0,0,900,0,6,27
80649,23,0,197,0,0,8
54768,144,401,5170,143,31,308
15772,0,37,1599,0,0,5
60464,707,28,8348,82,283,147
66078,118,42,1140,0,2,2
36277,108,384,4271,38,106,331
43149,0,0,2705,0,0,30
43146,110,1265,10510,72,5,364
80701,4769,810,8689,863,131,207
29939,0,223,60,0,0,3
66067,499,267,13966,165,0,486
80726,169,0,565,1,1,0
15756,0,0,236,0,0,12
60467,1253,388,22922,403,1599,512
80723,2721,18,4218,50,0,126
54762,46,4,1193,1,3,26
43148,6,32,2445,0,0,34
29936,656,6386,6392,127,67,49
15757,0,0,1486,0,14,12
80722,0,0,301,0,5,0
66070,83,18,2692,3,0,63
36276,15,433,2092,39,51,39
15759,0,0,3078,32,3,17
80721,0,0,160,0,0,0
54763,12,0,1153,21,3,2
29935,47,991,2284,113,137,203
66071,264,137,11551,27,0,254
15760,0,0,97,0,0,0
80720,273,33,2342,86,17,28
43147,349,5623,30747,563,1080,1214
60466,1029,14008,5840,400,97,830
15761,0,0,101,0,0,0
29934,27,649,79,0,0,11
80705,705,0,410,112,0,8
54765,0,0,50,0,0,0
66072,45,0,1224,0,0,11
15762,0,1,974,0,1,17
36613,58,6761,6642,63,21,168
67108,32,0,1455,7,0,3
42156,0,5,191,0,0,0
18854,40,0,1208,10,8,11
56025,0,0,453,3,0,4
77428,0,0,0,0,0,0
68028,331,110,11514,114,103,154
18901,93,671,25296,841,420,421
28521,300,255,1925,0,0,0
77426,744,356,1068,0,1,0
41189,0,0,2349,44,0,0
18902,155,101,19169,705,674,294
56026,1,20,1972,0,19,14
59730,35,7,2022,13,16,37
68029,10,2,819,0,3,11
77429,9987,6284,53056,4427,6942,1627
77423,3313,2537,3417,614,52,189
28520,0,0,378,0,17,21
77422,2379,2072,8860,58,56,100
37078,0,0,462,0,0,0
18913,0,0,99,0,0,0
41183,3,6,1415,0,0,0
59729,0,0,2126,0,0,31
68030,12,0,686,0,0,48
56027,32,13,825,0,0,2
77420,891,170,1016,88,0,33
18914,198,347,18979,225,1582,241
28519,0,62,245,1,0,0
77419,1028,24,671,11,0,0
18912,0,0,242,0,0,4
41201,0,0,125,0,0,0
28523,88,536,1690,0,0,127
68025,2888,161,25207,1096,225,453
56022,0,0,74,0,0,0
59732,4,3,190,0,0,5
18846,11,0,943,30,0,20
77436,0,0,43,0,0,0
68020,11,0,521,0,8,37
28526,681,578,1342,0,0,0
18847,4,46,5379,117,35,101
77435,1395,188,3105,23,0,22
37075,957,4673,54292,977,1543,1010
41204,0,0,473,0,0,0
68022,270,48,19099,137,245,266
28525,427,198,2473,0,0,66
18848,74,36,8454,107,175,69
77434,1919,1615,1010,65,0,0
56023,33,0,493,2,2,3
59731,6,0,104,0,0,2
18850,0,10,2150,18,13,42
77433,11892,10410,30715,7750,6193,1518
68023,13,20,2167,49,6,56
41203,0,2,560,0,0,28
28524,0,0,378,0,0,0
18851,0,0,781,19,10,3
77432,0,0,62,0,0,0
56024,37,233,2775,9,0,29
37076,1938,7051,25422,1111,1617,675
77430,264,0,1514,7,0,60
18853,39,13,3834,31,25,123
68031,23,0,1630,3,0,106
18915,0,22,574,0,93,41
77418,1201,1121,7364,130,0,196
41180,0,0,990,0,0,35
77401,627,227,12445,1083,3829,456
18932,0,0,493,0,43,0
28512,23,38,3040,30,5,48
77396,16063,17070,10061,4304,1609,1089
18935,0,0,0,0,0,0
68038,74,3,1251,0,0,14
77389,5954,1203,19704,1230,1106,809
56033,12,3,310,0,16,1
41171,12,179,4407,5,4,20
18936,0,0,0,0,0,0
37082,41,27,6348,6,0,101
59725,251,2,7380,73,154,243
77388,6362,4724,24614,3387,3229,2029
28511,23,0,675,0,0,0
18938,246,31,12804,111,379,290
68039,4,0,65,3,4,1173
77386,5762,4610,33485,2565,2456,1189
56034,0,0,621,6,0,13
18940,86,488,24511,714,2440,875
41169,0,11,5701,17,76,67
28510,30,124,1097,4,8,26
68040,14,0,416,0,0,2
77385,3923,943,14058,2607,961,530
18942,14,9,3084,12,7,48
77384,757,940,12336,654,804,110
56035,0,0,369,0,0,0
18944,657,276,23106,544,454,153
56032,10,0,330,0,0,2
77437,8052,1280,7111,353,18,67
41174,0,0,962,0,0,41
28513,644,3022,6372,39,40,303
56028,0,0,1343,0,0,6
18917,133,10,1690,251,0,37
28518,862,1468,6098,73,0,330
77417,1021,693,901,24,0,27
37079,0,41,1713,33,0,49
68033,5,0,316,4,0,7
18920,0,0,369,0,0,0
59728,0,1,367,3,5,7
77415,0,9,22,74,0,0
41179,0,35,7330,8,0,103
56029,25,0,698,13,0,15
28516,153,1546,8957,105,13,302
18923,0,0,736,16,96,41
77414,8454,3125,10128,590,102,461
68034,67,0,892,5,0,17
18925,43,58,6078,44,364,307
77412,0,15,110,26,0,12
28515,138,1104,1266,16,11,86
41175,11,7,5318,22,14,58
56031,652,13,10961,24,136,189
18929,29,2,8419,101,425,117
68036,1,0,225,2,0,28
77407,4948,11871,9773,5146,11090,487
37080,109,245,6664,120,7,123
18930,0,0,2540,25,6,19
77406,4975,3769,26385,1317,1858,996
59727,0,3,257,1,0,0
68037,17,0,2038,0,0,23
59724,0,0,92,0,0,0
18845,0,0,312,1,0,10
41214,0,0,511,0,0,0
18818,2,0,1200,0,13,17
68003,42,26,4509,70,15,95
28540,2255,8083,33016,3100,689,2747
77460,0,0,127,0,0,0
18821,4,0,1175,0,0,0
59740,15,0,223,0,0,0
37067,422,989,21312,628,2854,636
41232,0,0,826,0,0,0
77459,5419,16465,25322,2149,13697,2104
56010,99,0,1119,3,15,17
18822,13,21,3458,12,6,8
68004,2,0,868,0,0,39
77461,3537,394,6368,551,59,87
77458,0,0,302,0,0,0
18823,0,0,232,0,0,0
68005,2144,1187,17709,767,458,937
77457,76,13,417,0,0,0
41231,0,0,1049,0,0,0
28538,103,1137,1108,4,0,32
56011,101,95,8485,18,122,139
18824,0,0,1393,17,0,16
59739,9,0,251,0,0,6
77456,637,105,459,0,0,38
37069,166,359,18005,206,388,398
68007,105,292,8541,46,114,149
18825,0,0,136,0,0,0
28539,969,849,12336,746,293,717
56009,89,0,1350,0,2,9
41234,0,0,533,0,0,0
18817,4,0,164,0,6,0
77470,54,0,281,18,0,0
67953,0,0,164,0,0,0
56001,1206,1844,41529,428,1272,1341
37064,2905,3662,45599,781,687,828
18801,60,33,7793,97,3,70
77469,14843,7633,14237,2451,3641,721
41240,74,41,7012,61,85,38
67954,154,12,427,24,4,15
18810,6,4,5663,96,23,40
77468,35,0,0,0,0,0
56003,336,701,13041,89,110,113
28546,2602,10418,24663,3633,1512,2392
18812,2,0,1726,4,4,35
77467,0,0,100,0,0,0
68001,0,0,105,0,0,0
28544,303,1252,3243,164,38,329
77466,455,0,321,56,0,6
59741,42,0,4305,78,19,62
18814,7,2,165,26,0,0
41238,0,0,660,7,0,0
56007,2093,386,17562,374,302,321
37066,2615,5535,36594,987,249,989
77465,2735,135,3505,114,676,16
18816,0,0,143,0,0,0
68002,26,0,2269,17,11,28
28543,590,590,3058,452,56,313
77464,47,0,173,22,0,0
77455,388,25,1684,0,0,0
41230,28,65,11715,24,68,113
56013,304,12,3955,22,3,91
28537,1,1,114,1,0,0
18834,0,77,3156,150,13,34
28530,541,2355,3807,70,0,50
37073,197,469,12937,73,54,356
68016,4,0,426,0,0,8
77445,3954,4052,4575,288,40,215
56019,17,4,845,2,4,3
18837,15,12,2939,34,13,52
41219,0,0,2105,0,0,0
77444,203,4,574,8,0,4
28529,6,179,1798,6,0,203
18840,44,159,10435,47,40,93
68017,8,3,1475,11,8,30
77443,268,0,0,0,0,0
56020,0,0,109,0,0,7
18842,0,13,249,0,23,6
59733,1,0,291,1,0,26
77442,306,61,641,32,0,0
41216,0,0,1272,0,31,54
28528,0,0,631,0,0,19
18843,0,24,249,0,0,0
68018,0,0,623,0,0,0
37074,33,695,6159,9,65,55
77441,906,538,5561,93,600,250
56021,11,0,982,4,0,2
18844,0,0,2021,5,0,12
28527,34,38,986,27,0,16
77440,0,0,0,0,0,0
77446,446,4695,414,170,94,185
68019,0,12,459,2,0,28
59735,0,0,340,0,0,0
18833,25,2,1888,11,1,23
18826,0,0,1671,15,0,8
77454,0,0,110,0,0,0
68008,175,113,11518,188,14,200
18828,22,0,314,0,0,0
77453,326,0,49,1,0,0
41226,0,0,307,0,0,0
56014,52,0,626,0,7,12
28533,195,230,1457,134,39,63
18829,4,0,741,6,10,28
77451,4,29,5,0,0,3
59736,0,0,96,2,0,0
68010,30,157,674,17,1,28
18830,4,0,611,0,3,0
77450,9408,3657,42254,7582,9567,1738
37072,899,4711,24710,547,227,820
28532,1411,4953,14404,983,355,1204
56016,35,4,852,0,69,2
18831,0,0,1445,10,0,18
77449,32872,21606,30700,19085,5299,2755
41224,93,614,5642,126,0,57
68014,2,0,343,0,0,0
77448,0,35,23,0,0,0
18832,11,9,1938,18,10,8
28531,9,0,1466,0,5,8
68015,13,0,1014,0,0,41
77447,4129,1079,9032,720,178,279
56017,5,0,1543,57,9,8
41222,0,18,2073,16,0,0
18709,0,60,2733,84,35,33
77382,4699,712,27500,2343,2244,640
37083,299,31,13955,225,18,79
19022,37,1052,2472,65,87,339
77334,109,175,29,0,0,0
59711,167,26,8190,86,51,442
68069,50,2,2851,3,18,20
56056,0,0,65,0,0,0
19023,45,14395,6401,925,273,347
28457,1479,1364,6879,164,71,369
77331,485,927,5189,110,0,227
77328,3036,268,11407,546,9,429
37098,226,168,5153,97,0,82
19025,0,223,4471,0,553,86
68070,0,0,711,2,0,0
41121,0,0,1249,0,0,0
41102,392,590,18643,118,0,344
77327,4652,1982,14533,274,50,227
56057,605,12,3190,25,7,8
19026,147,4007,23835,1311,1210,624
68071,81,2,162,10,27,1818
77326,0,0,14,0,0,0
19027,73,6732,10244,907,1242,842
41101,96,551,17662,277,189,649
77320,6917,9179,18802,634,231,151
56058,432,0,4953,170,78,165
19029,20,20,3778,62,24,71
28455,0,65,1576,0,0,15
59710,0,0,234,0,0,0
28456,401,2089,1095,0,6,126
77335,522,344,1293,60,0,114
19021,231,466,7690,930,382,178
56055,12,2,3786,29,5,14
19013,219,24869,5306,3852,200,1017
68065,5,6,1697,5,17,25
28462,5,1026,10482,88,17,402
77345,2213,669,24400,1003,1320,317
19014,49,1098,19067,67,546,338
37096,73,233,5132,42,12,44
77342,0,0,0,0,0,0
56052,2,0,776,2,5,29
19015,205,3947,11493,392,232,283
68066,121,18,5311,34,0,109
28461,493,440,16604,247,71,467
77340,3770,5473,17892,605,590,468
41129,14,111,10299,22,0,17
19017,0,16,247,0,0,0
77339,4178,1957,30171,1988,1759,897
59713,0,0,167,0,5,4
56054,0,0,797,0,0,4
19018,25,4094,17055,298,1770,316
68067,31,6,301,28,2,912
77338,10341,13314,8476,4319,1089,761
41124,28,6,1356,6,0,0
28460,562,114,8628,350,244,379
19020,1855,3430,38741,2913,6428,1972
77336,1325,274,9706,253,13,235
37097,31,0,2144,24,0,86
68068,0,0,67,0,0,0
28458,778,2874,2758,504,30,24
68072,0,0,53,0,0,0
77318,1302,138,12692,349,197,616
19030,42,459,10634,298,338,176
28454,15,865,1283,15,0,29
77099,13600,14179,4535,9234,8214,877
41095,205,15,2657,153,65,128
28450,86,229,1752,17,0,525
56065,41,5,2650,4,19,34
68106,982,878,16890,463,479,809
19040,255,662,17882,943,420,409
77098,828,273,9790,432,1354,381
37115,3444,13781,17837,3755,294,1035
59648,5,0,458,0,0,19
19041,18,190,5302,101,247,92
77096,4060,8161,16000,4520,3984,577
41094,511,376,13262,419,98,174
56068,9,0,995,4,1,2
28449,0,5,1824,21,0,16
77095,12121,11276,33034,5463,8159,1871
68107,16494,2257,8908,3881,160,937
19043,21,0,2578,79,60,0
68108,5932,394,6629,1664,128,565
77094,222,129,6024,735,1652,216
19044,110,996,12668,311,1303,333
28448,0,243,538,0,0,0
41093,47,0,2518,3,0,20
56069,51,45,4281,47,4,107
77093,33354,4644,2807,2558,58,239
19046,30,680,15002,694,547,311
37118,0,0,923,0,0,0
77092,18472,4034,8134,7181,504,657
19038,340,4173,23743,651,1238,707
41132,0,0,376,0,17,0
68105,5934,1264,13911,1045,683,905
77201,0,0,0,0,0,0
37101,41,21,6527,83,21,105
77316,2558,489,15524,296,121,379
41099,22,199,653,8,21,8
56060,36,0,351,2,1,0
19031,126,177,4328,58,125,39
68073,18,17,1702,20,5,55
77306,4657,41,5800,1024,33,118
59703,0,0,35,0,0,0
19032,0,2116,3762,470,206,62
28453,346,1714,1095,567,7,78
77304,4240,1959,20545,506,636,183
68102,517,1203,4063,395,251,448
41098,71,23,1553,29,0,59
56062,418,66,2733,152,0,28
19033,115,208,7392,381,215,157
28452,38,417,666,9,0,0
77303,4369,1266,12679,530,181,332
37110,2387,382,28327,540,223,1169
19034,37,212,5652,110,193,66
77302,4171,180,13992,507,131,130
68104,1763,11174,18278,712,2221,1417
41097,206,90,7388,16,0,76
19035,0,55,3646,112,207,120
77301,12566,3197,11263,4049,173,195
56063,21,23,2691,3,16,3
59701,788,202,30442,615,288,1095
19036,23,787,11641,238,110,192
28451,1574,4856,22608,596,410,1264
41168,0,7,2565,0,0,20
56051,21,0,648,0,0,5
59714,589,23,17860,168,95,477
28479,55,953,4946,100,94,100
77374,0,0,445,0,0,22
18964,81,274,11646,547,949,247
56041,9,1,1013,0,2,10
59721,7,0,402,0,0,7
37086,4036,7206,18825,1919,749,868
68047,160,2,1570,19,5,23
77373,14130,13822,23904,3984,1811,1646
18966,103,337,35136,589,1115,221
28478,210,1398,2358,65,0,51
41149,0,0,601,0,0,0
77372,2552,14,8627,310,102,501
41159,0,0,331,0,0,0
18969,109,511,13377,883,596,348
68048,419,164,11839,174,93,163
77371,1021,553,5982,165,178,25
18970,5,2,747,22,1,12
28472,758,6616,11039,291,114,436
59720,0,0,260,0,0,0
77369,9,15,572,36,0,25
41146,0,0,382,0,0,6
56043,26,0,528,0,14,0
18972,2,34,3709,35,8,16
37087,1693,4026,36616,668,796,702
68050,9,2,751,0,5,11
77368,0,75,109,0,0,0
56042,0,3,602,0,1,0
77375,10822,3944,26114,2491,1904,1191
18962,0,10,522,7,4,9
68046,752,744,24008,431,350,788
68041,25,0,1141,0,0,0
18947,8,86,5826,71,145,118
28508,849,34,1211,200,47,45
77381,2378,899,29639,1465,1688,942
56036,73,2,1838,0,11,6
68042,0,0,98,0,0,0
18950,4,25,150,18,0,0
77380,3644,1694,17981,1812,1026,795
41166,0,0,1236,0,0,7
28504,1252,6045,13256,268,213,1160
18951,155,750,31029,1356,776,511
77379,7732,6167,48346,5452,8400,1961
56037,23,0,1525,8,13,16
68044,77,0,446,6,0,15
18954,67,29,8774,184,447,196
28501,490,12216,5399,180,31,559
77378,4638,1255,8511,324,53,180
59722,127,26,5158,36,58,385
37085,0,136,4071,0,26,59
41164,168,28,12984,41,15,22
18955,16,152,1718,15,7,11
77377,7048,1120,22361,1329,2993,847
68045,6,20,1805,0,24,55
56039,0,5,1047,0,0,4
28480,0,0,2489,19,0,38
18960,77,188,11827,131,174,147
77376,0,3,324,0,0,0
18974,902,1027,35929,1448,1160,558
28470,844,1547,8612,221,73,269
77367,2,96,95,0,0,0
41144,61,146,9730,29,0,151
41141,0,20,2156,0,0,20
56047,7,0,147,0,0,0
68061,69,13,2150,0,0,32
19006,20,398,18667,327,2218,350
77357,8345,281,13197,1137,66,465
77356,1174,1187,22173,362,261,301
28465,79,18,6701,54,35,32
19007,213,3491,13176,2730,422,683
68062,0,0,295,0,0,2
41139,117,83,7763,0,30,167
56048,69,7,3985,43,25,29
77355,3563,353,21136,611,116,736
19008,169,461,17883,222,1706,309
59715,560,228,31478,404,699,1373
77354,6371,827,25720,818,546,741
19009,31,40,761,21,7,48
37095,4,12,1894,0,0,1
28464,62,1214,510,110,0,0
68063,2,0,197,0,0,27
77351,4029,3205,24418,626,257,1251
41135,0,0,132,0,0,0
56050,24,91,1394,0,11,4
19010,151,1420,16200,548,1830,515
77350,0,8,98,0,0,0
68064,86,100,2856,0,0,129
19012,10,1973,3238,427,688,177
28463,322,3459,5471,154,1,279
28466,674,2050,7207,814,14,128
77346,10578,10915,33433,3689,1515,1589
37091,1028,2032,17871,290,143,391
19004,68,399,7812,217,863,275
18976,434,437,16757,800,1190,191
56044,21,3,2106,8,1,22
68055,28,0,205,3,1,75
77365,7920,919,19005,1103,527,1170
28469,243,95,5364,51,6,66
18977,10,42,3355,63,198,29
59718,607,80,28987,305,392,462
77364,147,216,1150,14,0,0
37090,106,644,13211,125,62,261
68057,2,0,1467,18,0,53
18980,1,6,461,16,20,2
77363,410,228,2110,0,0,20
41143,49,234,14022,69,0,240
56045,102,5,790,0,0,22
19001,288,2625,12031,601,847,654
28468,56,461,3901,28,0,26
77362,832,16,3602,97,0,163
68058,4,0,378,0,0,0
19002,338,2147,27266,793,2711,808
77360,169,222,4448,2,6,77
41142,0,0,117,0,0,0
56046,0,6,83,0,0,0
28467,191,366,8375,252,56,118
19003,308,1492,9570,650,640,405
77359,0,15,765,0,0,0
68059,26,15,3010,8,2,46
59716,86,19,1881,58,0,71
77358,279,1260,3806,18,6,50
28547,1947,2281,12484,1104,297,1380
59743,0,0,122,3,0,0
41250,0,0,1254,0,0,0
55950,26,0,142,0,0,2
28613,2626,1474,16794,429,1445,392
18454,0,0,0,0,0,4
77611,347,71,7541,58,80,269
41464,0,0,658,0,0,0
37037,53,370,6841,19,5,33
59803,384,122,15348,197,157,788
18455,0,0,64,0,0,5
67831,78,8,829,23,0,35
77598,4696,4116,10706,2548,1813,430
28612,62,139,11146,107,774,145
55951,70,0,1271,0,7,11
77612,82,65,8863,82,0,225
18456,0,0,435,0,0,0
41425,0,0,1106,0,0,49
18457,0,0,157,34,0,14
77591,2153,6670,4625,267,180,315
67834,60,5,851,0,11,17
28611,37,149,1283,0,0,30
55952,54,50,2258,12,9,52
18458,54,7,2522,247,24,21
77590,8836,5435,13665,1862,0,851
37040,1903,9534,31386,2718,540,2439
59802,305,99,17439,113,398,1134
67835,564,0,2347,77,0,31
18459,0,0,54,0,0,0
77597,20,192,822,0,0,69
67801,15944,777,11218,2104,449,519
18453,0,1,913,31,21,44
77613,52,93,722,10,0,9
77622,80,0,1214,0,0,12
18444,51,24,13534,167,67,39
41501,341,403,22387,75,95,329
77619,2794,724,10743,635,461,441
55946,196,43,2977,10,20,12
18445,25,48,2399,82,5,18
59808,452,62,17614,242,80,998
28617,304,7,2353,18,0,31
77617,4,0,56,0,0,0
18446,22,37,3318,60,23,33
67761,0,0,249,0,0,0
77616,15,0,628,0,0,13
55947,86,34,7188,31,70,72
41472,39,427,9586,64,70,132
18447,0,22,9814,589,289,30
37036,65,328,5104,0,0,109
28616,0,9,416,0,0,23
77615,0,0,864,0,12,47
67762,5,0,306,5,0,0
18451,0,0,581,0,0,0
59804,159,5,7865,59,19,254
77614,0,0,558,0,0,0
67764,18,0,378,0,3,42
55949,3,8,1700,10,0,31
18452,0,0,4521,46,45,135
28615,0,1,1978,6,0,16
41465,87,4,11566,38,0,15
77587,13344,250,1454,1667,91,56
41421,79,0,252,0,0,0
28610,194,1090,8127,143,610,142
77586,2192,747,17335,868,723,415
59762,0,0,204,0,0,0
18469,0,0,408,0,0,0
37043,1727,4277,35316,1078,1238,1371
67840,0,0,70,0,0,25
77575,3166,2218,10895,142,58,345
41385,0,1,420,0,0,0
28604,135,108,6499,89,74,198
18470,2,0,1944,14,6,12
77573,10079,5395,54741,5717,4056,2133
55957,6,0,643,13,0,2
18471,0,0,640,3,4,0
77571,9095,1659,22394,2404,343,1136
67841,79,0,241,0,0,2
18472,222,1239,5240,451,32,180
77568,3745,5184,5369,512,287,356
28602,1797,4675,20991,711,1003,344
59761,11,0,222,1,0,6
41367,0,0,201,0,0,0
55959,257,0,2238,14,2,33
37046,0,349,3993,17,54,11
18473,0,4,630,0,0,33
77566,6707,1577,18729,911,1060,555
67842,28,0,389,2,0,26
28601,3312,2383,38681,1771,1772,1260
67843,0,12,181,0,0,12
18503,6,180,931,110,12,17
77565,404,234,5744,389,298,138
77577,285,19,952,24,0,24
67758,64,0,964,2,1,12
28605,6,23,3376,95,15,41
18466,315,5648,7200,3915,308,243
18460,0,0,167,0,6,0
55953,0,0,794,9,0,34
67836,22,0,91,0,0,0
28609,18,140,5700,0,15,82
77585,0,0,862,0,18,0
18461,0,0,375,0,0,0
41408,0,0,451,0,0,0
77584,14082,19109,30993,2758,14301,2476
18462,5,4,410,0,0,7
55954,7,0,1388,10,9,5
37042,2978,20274,40189,5630,2058,4359
67837,20,0,860,0,0,9
77583,12815,7061,10018,1155,1722,465
18463,0,18,199,7,0,0
28607,754,599,31720,631,372,997
59801,746,175,28033,322,616,1897
67838,483,7,566,16,0,20
41397,0,0,20,0,0,0
77581,10000,3745,26441,1894,2952,906
55955,55,1,2597,10,0,45
18464,0,38,1091,27,0,5
77580,0,0,208,0,0,10
28606,15,72,1407,61,8,39
18465,16,7,1251,11,31,23
67839,78,9,1192,0,0,9
77578,3892,3434,7813,338,1658,238
41390,0,0,11,0,0,0
55956,9,5,1888,37,40,29
41366,0,0,11,0,0,0
28618,6,6,2091,18,0,18
18443,0,0,508,0,0,7
18417,0,0,976,10,3,8
77665,1180,293,4410,93,6,65
41526,0,0,71,0,0,0
18419,21,109,4688,53,20,49
77664,227,97,2011,0,0,66
67743,0,0,220,0,0,0
28629,0,0,0,0,0,0
55934,60,13,3153,6,44,34
18420,0,0,36,0,0,0
77663,0,0,1416,0,0,0
59825,120,7,2307,1,6,52
37031,0,102,3708,19,1,24
28630,321,373,18349,807,215,174
18421,22,20,5127,78,8,60
41524,0,0,164,0,0,0
67744,0,0,215,0,0,7
28628,17,19,262,0,9,12
18424,19,94,4779,236,3,50
77661,0,219,731,0,0,0
55935,21,9,806,23,8,6
77660,0,0,1302,0,0,0
18425,0,107,1042,83,0,97
67745,27,0,241,0,0,6
28627,58,0,1109,57,0,9
41522,7,15,5048,0,0,34
77659,106,116,4313,11,34,171
77662,1574,41,24185,144,97,506
55933,5,0,263,0,0,0
77701,3391,7446,2378,63,310,182
67741,61,0,164,25,0,5
55929,36,3,1230,0,0,5
18405,0,6,2403,15,44,63
41531,0,28,848,0,0,0
28635,72,0,3972,17,0,12
77707,2527,6613,7436,427,661,114
67738,14,0,556,3,0,5
59827,3,0,269,0,0,9
18407,39,40,12679,343,150,190
37029,75,64,5754,55,5,52
77706,1620,7706,17087,781,1793,250
55931,11,0,326,0,0,0
18411,83,211,20875,295,353,194
28634,382,395,4368,113,13,56
77705,6130,18070,13964,859,600,766
41528,0,0,985,0,0,19
67739,0,0,204,0,0,0
18413,20,0,150,0,0,0
77703,2671,9817,1458,257,13,25
55932,68,0,1909,10,13,54
18414,4,13,5171,82,30,22
28631,14,0,660,25,0,0
67740,86,4,1536,0,0,35
59826,0,0,558,4,0,0
77702,600,1044,1062,56,52,18
41527,0,0,870,0,27,0
37030,92,265,6383,93,5,100
18415,0,0,983,24,0,8
59824,28,27,956,21,8,311
18426,0,49,3977,138,35,101
55936,8,95,1725,0,15,27
67747,20,0,241,0,0,0
67752,56,7,1217,2,21,29
59821,76,8,1200,7,0,1255
18436,12,192,12203,480,41,48
28622,0,38,1452,17,1,9
77630,1912,5498,19707,722,337,587
41513,0,0,398,0,0,0
55943,8,17,3018,2,5,42
18437,3,0,207,0,0,0
77629,241,38,422,18,0,7
37034,15,116,6960,67,0,77
67753,104,0,469,7,0,4
18438,17,0,1097,31,12,33
28621,1173,453,8682,171,70,120
77627,2613,181,17266,306,479,300
67756,68,0,1830,0,35,10
41512,0,0,852,0,5,0
55944,38,11,6895,34,153,116
18439,0,0,423,0,0,14
77625,584,732,7264,11,27,173
59820,17,0,1624,1,28,40
28619,0,63,1229,38,34,0
67757,11,0,484,5,0,5
18441,0,0,251,7,0,0
77624,41,70,672,0,0,0
41503,0,12,414,0,98,5
55945,3,0,1132,26,12,15
77623,37,0,548,0,0,3
77632,777,1199,20491,261,430,551
37035,0,82,2905,36,9,147
18435,0,0,514,152,0,34
41514,0,17,2706,0,91,8
28626,34,9,2496,159,21,6
77657,967,49,19769,302,136,226
18427,0,0,50,0,0,0
37032,39,173,4084,0,0,64
67748,81,19,2171,22,0,84
77656,745,2191,13686,95,106,245
41519,0,0,1251,7,0,0
18428,130,711,10046,935,204,214
55939,3,6,2034,10,7,13
28625,1217,4983,29194,1497,1172,461
77655,28,8,347,1,0,3
18430,0,0,12,0,0,0
59823,24,0,1640,18,3,137
77651,1175,372,10173,163,618,293
67749,49,10,2196,33,0,4
41517,0,0,115,0,0,0
18431,65,62,11480,265,47,49
55940,31,34,2560,0,8,14
77650,229,0,1198,79,0,0
18433,49,74,6230,40,37,50
28624,0,0,1553,0,0,0
37033,104,251,7064,81,0,180
77642,13707,11518,8178,1921,3057,871
67751,0,0,198,8,0,6
18434,0,2,3814,197,0,30
28623,48,0,1394,0,17,5
77640,1537,9385,3549,244,436,176
55941,0,3,823,6,0,71
55960,38,54,2989,0,139,42
18504,260,643,16909,1723,190,413
77564,58,7,2218,0,0,0
77502,26585,641,7157,3132,289,382
37058,86,57,7251,101,86,156
18640,16,141,16904,253,3,153
59749,3,0,1462,27,2,50
77498,8612,8056,14696,3683,15932,814
41264,0,0,275,20,0,0
67871,668,0,4097,78,30,97
55979,50,0,1038,13,5,22
18641,0,0,6358,166,41,141
28570,726,1162,18395,477,411,680
77494,9660,7875,50978,9551,16801,2650
67876,29,0,1212,77,0,22
28571,72,329,2119,0,0,73
18642,0,28,4209,102,0,14
77493,6685,1822,14723,2518,848,677
41263,0,0,426,0,0,35
55981,100,7,3819,56,7,70
37059,81,20,1371,3,0,8
18643,149,195,11908,72,8,108
59748,0,0,185,0,0,0
77489,5044,26183,1591,2094,806,626
18644,6,18,6962,134,8,19
67877,678,0,1787,59,0,82
77488,4536,3543,5798,154,21,131
28560,1225,4936,19434,504,874,801
55982,21,0,399,0,1,5
28562,1110,8544,26442,777,1465,914
67870,440,0,751,4,10,12
18636,0,0,1411,7,2,33
55977,2,0,202,0,0,0
18629,2,17,1519,47,4,6
77511,16497,662,27200,1834,503,403
59751,0,0,258,0,0,3
18630,21,5,2991,48,3,39
28574,878,1908,12921,1074,52,470
77510,1805,45,12337,228,34,304
41268,0,0,434,0,0,0
67867,104,0,1610,2,0,0
55975,16,17,4197,0,52,59
77507,0,0,0,0,0,0
18631,48,0,1290,56,0,0
37057,0,0,873,0,0,0
67868,0,21,252,0,0,7
28573,1,1016,1352,53,0,50
77506,29220,475,4009,3153,170,396
18632,0,0,464,6,0,0
41267,0,0,856,0,0,8
55976,232,25,7338,0,0,220
77505,9193,456,12542,906,674,317
18634,66,132,12713,255,83,124
59750,0,0,364,0,0,33
67869,460,0,1063,6,0,0
77504,12428,1269,7148,2157,840,97
28572,942,1058,5007,103,10,58
